,title,total,last,length
18236,"Defiance, Iowa",5097,284,10369
18237,"Crystal, Maine",5096,285,7882
18238,"Stoneham, Maine",5094,255,8177
18239,"North Powder, Oregon",5094,489,10425
18240,"Juliaetta, Idaho",5093,609,13086
18241,"St. Cloud, Wisconsin",5093,497,10613
18242,"Allagash, Maine",5092,277,8138
18243,"Potwin, Kansas",5092,457,21617
18244,"Lyons, Oregon",5092,1008,9028
18245,"Malta Bend, Missouri",5091,249,9982
18246,"Thornton, Iowa",5091,422,10212
18247,"Craigmont, Idaho",5091,556,24741
18248,"Manzanola, Colorado",5090,320,11252
18249,"Osborn, Missouri",5089,455,10250
18250,"Hermitage, Arkansas",5087,769,7499
18251,"Andale, Kansas",5086,766,11504
18252,"Saltillo, Pennsylvania",5085,343,8032
18253,"Akeley, Minnesota",5085,412,14823
18254,"Sylvia, Kansas",5082,297,11512
18255,"Dickson, Oklahoma",5082,1139,9022
18256,"Andover, Illinois",5081,594,10692
18257,"Alma Center, Wisconsin",5081,446,10619
18258,"Hoven, South Dakota",5080,511,12037
18259,"Tieton, Washington",5080,1154,10549
18260,"Bear Creek, Alabama",5078,1053,11827
18261,"Darby, Montana",5078,710,13377
18262,"Dayton, Indiana",5078,1120,12079
18263,"Bruceville-Eddy, Texas",5078,1490,11915
18264,"Humboldt, Illinois",5077,481,8782
18265,"Hill Country Village, Texas",5077,1028,8212
18266,"Renwick, Iowa",5076,242,10897
18267,"Rancho Viejo, Texas",5076,1754,8460
18268,"Dexter, Kansas",5073,364,15535
18269,"Norman, Arkansas",5072,423,7297
18270,"Rich Creek, Virginia",5072,665,7704
18271,"Suring, Wisconsin",5066,605,10183
18272,"Freeman, Missouri",5064,521,10184
18273,"Milner, Georgia",5063,522,8476
18274,"Bristol, Florida",5062,845,13535
18275,"Hurstbourne Acres, Kentucky",5062,1504,7105
18276,"Alburgh (village), Vermont",5061,488,6061
18277,"Millry, Alabama",5061,615,6118
18278,"Pollock, Louisiana",5060,376,13522
18279,"Farber, Missouri",5059,411,10353
18280,"Farnham, New York",5058,322,7733
18281,"Spencer, South Dakota",5058,157,13458
18282,"Carey, Idaho",5058,513,13236
18283,"Chapman, Alabama",5058,943,5039
18284,"Clayton, Michigan",5055,326,10397
18285,"Ludlow, Illinois",5054,324,6478
18286,"Bethune, South Carolina",5054,352,7238
18287,"Lakesite, Tennessee",5054,1845,8810
18288,"Alto, Georgia",5053,876,10624
18289,"Allendale, Illinois",5052,528,10527
18290,"Nashua, Montana",5051,325,9485
18291,"Kempton, Indiana",5050,380,10700
18292,"Portal, Georgia",5050,597,12484
18293,"Dakota, Illinois",5047,499,7746
18294,"Pine Prairie, Louisiana",5046,1087,7599
18295,"Lincoln Township, Russell County, Kansas",5045,147,9942
18296,"Charlotte Court House, Virginia",5045,404,8885
18297,"Point Comfort, Texas",5045,781,8061
18298,"Newry, Pennsylvania",5043,245,10208
18299,"Oak City, Utah",5043,650,9988
18300,"Nooksack, Washington",5043,851,11751
18301,"Unionville, Centre County, Pennsylvania",5042,313,8301
18302,"Belle Haven, Accomack County, Virginia",5042,480,7401
18303,"Taft, Oklahoma",5041,83,8905
18304,"Adams, Tennessee",5041,566,11592
18305,"Avondale, Missouri",5039,529,10297
18306,"Hedley, Texas",5038,379,7472
18307,"Timberlake, Ohio",5038,775,9453
18308,"Enon Valley, Pennsylvania",5037,387,7464
18309,"Dexter, Georgia",5037,509,8851
18310,"Laceyville, Pennsylvania",5037,396,6522
18311,"Hampton, Nebraska",5036,439,9363
18312,"Rollingstone, Minnesota",5035,697,9095
18313,"Mill Shoals, Illinois",5034,235,8658
18314,"Burdett, New York",5034,357,7223
18315,"Bradbury, California",5034,855,21106
18316,"Saunemin, Illinois",5033,456,8897
18317,"Texline, Texas",5032,511,8522
18318,"Callender, Iowa",5031,376,12183
18319,"Asher, Oklahoma",5031,419,32057
18320,"Gifford, Illinois",5030,815,6882
18321,"Mount Calm, Texas",5028,310,6421
18322,"Lobelville, Tennessee",5028,915,10135
18323,"LaCoste, Texas",5025,1255,6613
18324,"Prentiss, Maine",5023,214,4393
18325,"Iroquois, South Dakota",5023,278,12836
18326,"Secretary, Maryland",5022,503,8835
18327,"Center Point, Indiana",5021,292,9339
18328,"Deep River, Iowa",5018,279,12303
18329,"Francis, Oklahoma",5017,332,9671
18330,"Hornbeck, Louisiana",5016,435,13818
18331,"Winslow, Illinois",5014,345,7073
18332,"Beverly Shores, Indiana",5014,708,19289
18333,"Hecla, South Dakota",5013,314,13969
18334,"Bellevue, Texas",5013,386,8587
18335,"Russellville, Indiana",5012,340,10050
18336,"Orchard, Nebraska",5011,391,12398
18337,"St. George, Vermont",5010,698,7631
18338,"Rosman, North Carolina",5009,490,8319
18339,"Freeport, Florida",5007,1190,9643
18340,"Fort White, Florida",5003,409,15567
18341,"D'Lo, Mississippi",5003,394,16013
18342,"Potts Camp, Mississippi",5002,494,6376
18343,"Howey-in-the-Hills, Florida",5001,956,10166
18344,"Arbyrd, Missouri",5001,528,13457
18345,"Anmoore, West Virginia",5000,685,10013
18346,"Davidson, Oklahoma",4999,375,6821
18347,"Charleston, Tennessee",4999,630,10948
18348,"Eutawville, South Carolina",4998,344,10105
18349,"Hyde Park (village), Vermont",4997,415,6564
18350,"Woodbranch, Texas",4997,1305,10147
18351,"Bartow, Georgia",4995,223,9250
18352,"Kendrick, Idaho",4995,369,11382
18353,"Almond, Wisconsin",4994,459,10679
18354,"Sumpter, Oregon",4993,171,17036
18355,"Berthold, North Dakota",4993,466,9617
18356,"Blockton, Iowa",4992,192,11666
18357,"Grandview, Iowa",4992,556,10143
18358,"Caledonia, Mississippi",4990,1015,10385
18359,"Dodson, Louisiana",4990,357,8900
18360,"Trenton, North Carolina",4989,206,7115
18361,"Ivesdale, Illinois",4989,288,6036
18362,"Bear Lake, Michigan",4989,318,17310
18363,"McKenzie, Alabama",4989,644,7549
18364,"Sellers, South Carolina",4984,277,5674
18365,"Hillcrest, Illinois",4984,1158,5764
18366,"Espanola, Washington",4984,2332,2894
18367,"Duenweg, Missouri",4983,1034,10258
18368,"Cyr Plantation, Maine",4982,117,4808
18369,"Floyd, Iowa",4982,335,9192
18370,"Spillville, Iowa",4982,340,10774
18371,"Kalawao County, Hawaii",4982,147,14415
18372,"Greenland, Arkansas",4982,907,10743
18373,"Midland Township, New Jersey",4981,1480,2601
18374,"Bristol Township, Bucks County, Pennsylvania",4980,1397,12693
18375,"Lake Park, Georgia",4979,549,10014
18376,"Stanford, Montana",4979,454,9435
18377,"Ashville, Pennsylvania",4977,279,9124
18378,"Crump, Tennessee",4977,1521,7898
18379,"Firth, Nebraska",4975,564,11379
18380,"Kangley, Illinois",4975,287,8304
18381,"Lynnville, Tennessee",4973,345,8332
18382,"Kingsland, Arkansas",4972,449,8007
18383,"Waleska, Georgia",4972,616,13220
18384,"Salix, Iowa",4970,363,10318
18385,"Scotia, Nebraska",4970,308,9837
18386,"Louisville, Tennessee",4969,2001,10089
18387,"Miles, Iowa",4968,445,9397
18388,"Mokane, Missouri",4968,188,10414
18389,"Henderson, West Virginia",4967,325,12162
18390,"Essex, Illinois",4966,554,8477
18391,"Shadeland, Indiana",4966,1682,10686
18392,"Maybee, Michigan",4965,505,10465
18393,"Mecosta, Michigan",4964,440,8860
18394,"Martinsburg, Missouri",4964,326,9577
18395,"Campobello, South Carolina",4964,449,8500
18396,"Fair Play, Missouri",4964,418,10376
18397,"Cooperstown, Pennsylvania",4962,460,6327
18398,"Wood Lake, Minnesota",4959,436,9252
18399,"Harmony, Indiana",4958,589,9199
18400,"Newborn, Georgia",4955,520,8632
18401,"South Palm Beach, Florida",4955,699,14726
18402,"Potlatch, Idaho",4955,791,17169
18403,"Indianola, Illinois",4954,207,8993
18404,"Clayton, Oklahoma",4954,719,10032
18405,"Colbert, Georgia",4953,488,9470
18406,"Plainville, Indiana",4953,513,9600
18407,"Mowrystown, Ohio",4952,373,8885
18408,"Duncan, Mississippi",4952,578,7303
18409,"Ingram, Texas",4952,1740,8620
18410,"Atlanta, Missouri",4951,450,13868
18411,"Ardmore, Tennessee",4949,1082,8373
18412,"Leonardville, Kansas",4948,398,11823
18413,"Round Lake, Minnesota",4948,424,12722
18414,"Lyman, Nebraska",4946,421,10262
18415,"Cleveland, Utah",4940,508,9925
18416,"Warm Springs, Georgia",4940,485,15654
18417,"Harrison, Idaho",4939,267,16932
18418,"Winfall, North Carolina",4939,554,7485
18419,"Sylvan Grove, Kansas",4937,324,12061
18420,"Almond (village), New York",4937,461,7624
18421,"Wanatah, Indiana",4937,1013,10178
18422,"Tontogany, Ohio",4936,364,10223
18423,"Western, Nebraska",4934,287,9616
18424,"Stanton, Tennessee",4934,615,7593
18425,"Chauncey, Georgia",4932,295,9654
18426,"Point Hope, Alaska",4932,757,11682
18427,"Rochester, Kentucky",4931,186,8809
18428,"Mariaville, Maine",4930,414,9008
18429,"Waco, Georgia",4930,469,9744
18430,"Plymouth, Nebraska",4929,477,9259
18431,"Kirkersville, Ohio",4929,520,10013
18432,"Fyffe, Alabama",4929,971,9764
18433,"Jeddo, Pennsylvania",4928,144,7803
18434,"Oak City, North Carolina",4927,339,6509
18435,"Poplar, Wisconsin",4927,552,9115
18436,"Shoreham, Michigan",4926,860,8878
18437,"Victoria, Illinois",4925,323,8823
18438,"Claypool, Indiana",4921,311,11742
18439,"Randall, Minnesota",4920,535,11792
18440,"Terril, Iowa",4918,367,8611
18441,"Hickory Flat, Mississippi",4918,565,8021
18442,"Gibson, North Carolina",4917,584,6438
18443,"Burns Harbor, Indiana",4912,766,13360
18444,"Owens Cross Roads, Alabama",4911,1124,8879
18445,"Section, Alabama",4910,769,9325
18446,"Leedey, Oklahoma",4909,345,6928
18447,"Le Raysville, Pennsylvania",4905,318,7932
18448,"Lyerly, Georgia",4905,488,10688
18449,"Eastvale, Pennsylvania",4905,293,10613
18450,"Creswell, North Carolina",4903,278,12995
18451,"Swisher, Iowa",4901,879,13657
18452,"Bandera, Texas",4901,957,13311
18453,"Old River-Winfree, Texas",4900,1364,7169
18454,"Roosevelt, Oklahoma",4899,280,7807
18455,"Fillmore, Illinois",4898,362,8812
18456,"East Ellijay, Georgia",4897,707,11130
18457,"Worthington, Iowa",4896,169,10874
18458,"Pillow, Pennsylvania",4895,304,11579
18459,"Alta Vista, Kansas",4895,442,13846
18460,"Big Springs, Nebraska",4895,418,12500
18461,"Rives, Tennessee",4894,331,6765
18462,"Irene, South Dakota",4893,432,12545
18463,"Gaston, South Carolina",4893,1304,11139
18464,"Winterstown, Pennsylvania",4890,546,6096
18465,"Geddes, South Dakota",4890,252,12238
18466,"Green Ridge, Missouri",4889,445,10299
18467,"Dresser, Wisconsin",4886,732,10169
18468,"Plumville, Pennsylvania",4882,342,5830
18469,"Withee, Wisconsin",4882,508,10884
18470,"Mount Zion, Georgia",4879,1275,9967
18471,"Bakersville, North Carolina",4878,357,9930
18472,"Lewisberry, Pennsylvania",4877,385,12183
18473,"Rockville, Missouri",4877,162,9647
18474,"Berkeley Lake, Georgia",4876,1695,14141
18475,"Cross Plains, Tennessee",4876,1381,8051
18476,"Portage, Utah",4875,257,8049
18477,"Cortland, Nebraska",4875,488,10041
18478,"Carbon Hill, Illinois",4875,392,8087
18479,"Walnut Grove, Missouri",4874,630,9820
18480,"Calvin, Oklahoma",4871,279,6561
18481,"Jennings, Oklahoma",4871,373,7174
18482,"Pine Knoll Shores, North Carolina",4869,1524,8609
18483,"Mansfield, Georgia",4866,392,8538
18484,"Valleyview, Ohio",4865,601,8950
18485,"Harrison, Georgia",4864,509,8825
18486,"Franklin Township, Bergen County, New Jersey",4864,1054,3602
18487,"Canton, Minnesota",4863,343,10026
18488,"Columbine Valley, Colorado",4863,1132,11352
18489,"Galena, Missouri",4859,451,12588
18490,"Ridgeway, South Carolina",4859,328,8389
18491,"Willow Lake, South Dakota",4858,294,11438
18492,"Charleston, Utah",4857,378,8202
18493,"Haymarket, Virginia",4857,879,15417
18494,"Riesel, Texas",4855,973,8132
18495,"Umatac, Guam",4855,887,6533
18496,"Weaubleau, Missouri",4854,518,9594
18497,"South Vienna, Ohio",4854,469,10433
18498,"Scales Mound, Illinois",4853,401,13263
18499,"Lakota, Iowa",4851,255,12389
18500,"Bellflower, Illinois",4851,408,12294
18501,"Ravia, Oklahoma",4851,459,6308
18502,"Aneta, North Dakota",4850,284,11188
18503,"Silver City, Idaho",4850,165,5501
18504,"Cokeville, Wyoming",4849,506,12946
18505,"Mulliken, Michigan",4848,557,8531
18506,"Lisle (village), New York",4843,302,7439
18507,"Clear Lake Shores, Texas",4840,1205,11978
18508,"Vinton, Texas",4840,1892,10097
18509,"Turin (village), New York",4839,263,6969
18510,"Talmage, Nebraska",4838,268,9219
18511,"Everest, Kansas",4834,314,11647
18512,"Hoffman, North Carolina",4833,624,6221
18513,"Parachute, Colorado",4833,1006,14677
18514,"West Hamlin, West Virginia",4832,696,9864
18515,"Bonesteel, South Dakota",4829,297,14223
18516,"Sharon, New Hampshire",4828,360,9502
18517,"Cooper, Maine",4828,145,9342
18518,"Reed Plantation, Maine",4828,207,4649
18519,"Sibley, Illinois",4826,329,7952
18520,"Laura, Ohio",4826,487,10338
18521,"Rowesville, South Carolina",4825,378,6612
18522,"Grimesland, North Carolina",4825,440,7655
18523,"Byron, Wyoming",4823,557,10356
18524,"Wheaton, Missouri",4823,721,9329
18525,"Hill City, South Dakota",4823,780,41701
18526,"Bee Cave, Texas",4822,656,12356
18527,"Rocky Ridge, Ohio",4821,389,8801
18528,"Fawn Grove, Pennsylvania",4819,463,6576
18529,"Knox City, Missouri",4814,223,9763
18530,"Gagetown, Michigan",4813,389,9846
18531,"Danube, Minnesota",4813,529,11134
18532,"Medina, North Dakota",4813,335,11412
18533,"Elgin, Kershaw County, South Carolina",4813,806,12154
18534,"Bryant, Illinois",4810,255,8812
18535,"Campbell Hill, Illinois",4810,333,8507
18536,"Queenstown, Maryland",4809,617,10645
18537,"Munnsville, New York",4807,437,7666
18538,"Gresham, Wisconsin",4807,575,9172
18539,"Salt Lick, Kentucky",4806,342,8815
18540,"Hunnewell, Missouri",4805,227,10266
18541,"Fairfield, Washington",4805,494,10422
18542,"Ambia, Indiana",4804,197,13036
18543,"Woodlawn, Jefferson County, Illinois",4804,630,9330
18544,"Borden, Indiana",4803,818,16672
18545,"Pasadena Park, Missouri",4803,489,9156
18546,"Surf City, North Carolina",4803,1393,7835
18547,"Carthage, South Dakota",4802,187,12916
18548,"Lane, South Carolina",4802,585,6967
18549,"Felton, Pennsylvania",4801,449,6797
18550,"Oxford, Wisconsin",4801,536,9782
18551,"Prescott, Iowa",4800,248,8162
18552,"Liscomb, Iowa",4799,301,9197
18553,"McCracken, Kansas",4799,211,12478
18554,"Lomax, Illinois",4799,477,8731
18555,"Dillwyn, Virginia",4799,447,7932
18556,"Kellogg, Minnesota",4798,439,9044
18557,"Fairfield Bay, Arkansas",4798,2460,8327
18558,"Shickley, Nebraska",4797,376,9128
18559,"Lake Ozark, Missouri",4797,1489,11849
18560,"Templeton, Iowa",4795,362,10347
18561,"Frenchburg, Kentucky",4795,551,10387
18562,"Alexander (village), New York",4794,481,8770
18563,"Molena, Georgia",4794,475,8978
18564,"Salem, Nebraska",4792,138,9614
18565,"Brainard, Nebraska",4792,351,10540
18566,"St. Libory, Illinois",4792,583,8172
18567,"Anamoose, North Dakota",4792,282,10273
18568,"Mountain Park, Oklahoma",4791,390,8954
18569,"Baring Plantation, Maine",4789,273,5812
18570,"Garden, Michigan",4788,240,11590
18571,"Jeffers, Minnesota",4788,396,13842
18572,"Wolsey, South Dakota",4787,418,12255
18573,"Dresden, Yates County, New York",4785,307,9892
18574,"Fair Grove, Missouri",4785,1107,16257
18575,"Egan, South Dakota",4784,265,12231
18576,"Thurston, Ohio",4784,555,9457
18577,"Crown City, Ohio",4783,411,9978
18578,"Coosada, Alabama",4783,1382,9572
18579,"Loraine, Illinois",4782,363,8406
18580,"Electric City, Washington",4782,922,11170
18581,"Topsfield, Maine",4781,225,9098
18582,"West Milford, West Virginia",4781,651,9461
18583,"Hiawassee, Georgia",4779,808,11749
18584,"Lynch, Nebraska",4779,269,11338
18585,"Roman Forest, Texas",4779,1279,12468
18586,"Epps, Louisiana",4778,1153,7507
18587,"Hopkins, Michigan",4776,592,11303
18588,"Breezy Point, Minnesota",4776,979,11237
18589,"Fort Lawn, South Carolina",4775,864,9579
18590,"Walnut, Mississippi",4775,754,6563
18591,"Harrisburg, Ohio",4774,332,11335
18592,"Bellefonte, Kentucky",4774,837,11372
18593,"Cantril, Iowa",4772,222,9416
18594,"Cruger, Mississippi",4772,449,6774
18595,"Mill Village, Pennsylvania",4770,412,7318
18596,"Standard, Illinois",4770,256,6581
18597,"Argyle, Maine",4769,253,4690
18598,"Valley Head, Alabama",4769,611,9682
18599,"Ridgway, Colorado",4768,713,23411
18600,"Hudson, Wyoming",4768,407,10167
18601,"China, Texas",4767,1112,12032
18602,"De Witt, Missouri",4765,120,9909
18603,"Polk, Nebraska",4765,322,8794
18604,"Jonestown, Texas",4765,1681,9178
18605,"Rhome, Texas",4762,551,8335
18606,"Golden Beach, Florida",4761,919,14597
18607,"Mallard, Iowa",4760,274,10460
18608,"Fairfield, Montana",4760,659,12135
18609,"Wasco, Oregon",4757,381,11843
18610,"Hancock, Wisconsin",4755,463,9273
18611,"Wampsville, New York",4753,561,7789
18612,"Rochester, Texas",4752,378,6927
18613,"New London, Texas",4752,987,8545
18614,"Milton, North Carolina",4750,132,9340
18615,"Simla, Colorado",4749,663,11961
18616,"College Corner, Ohio",4748,424,12905
18617,"Dedham, Iowa",4747,266,43126
18618,"Lafayette, Minnesota",4747,529,9061
18619,"Neosho, Wisconsin",4746,593,9445
18620,"Little Sioux, Iowa",4745,170,8859
18621,"Elk Garden, West Virginia",4744,217,9859
18622,"Maine, Marathon County, Wisconsin",4744,2407,7194
18623,"Eagleville, Missouri",4743,321,10686
18624,"Cove, Oregon",4743,594,15245
18625,"Bagley, Iowa",4740,354,12622
18626,"McKean, Pennsylvania",4738,389,8298
18627,"Lawrence, Nebraska",4738,312,9972
18628,"Dayton, Wyoming",4738,678,10856
18629,"Pawnee Rock, Kansas",4736,356,12584
18630,"Hubbardston, Michigan",4736,394,9618
18631,"Wachapreague, Virginia",4736,236,7823
18632,"Wessington, South Dakota",4736,248,14013
18633,"Vinton, Ohio",4735,324,9628
18634,"Lewiston Woodville, North Carolina",4734,613,8475
18635,"Attapulgus, Georgia",4734,492,9931
18636,"Endicott, Washington",4734,621,11002
18637,"Grayson, Louisiana",4734,531,9565
18638,"New Waverly, Texas",4734,950,7920
18639,"Barneveld, New York",4733,332,8993
18640,"Minburn, Iowa",4733,365,9211
18641,"Mount Crawford, Virginia",4732,254,6794
18642,"Lena, Wisconsin",4732,510,11669
18643,"Greendale, Missouri",4731,722,9796
18644,"Orchard Grass Hills, Kentucky",4731,1031,6704
18645,"Rienzi, Mississippi",4730,330,7831
18646,"Beardsley, Minnesota",4727,262,11167
18647,"Hunter, North Dakota",4726,326,10455
18648,"Anawalt, West Virginia",4725,272,9325
18649,"Courtland, Kansas",4724,334,12924
18650,"Plum City, Wisconsin",4722,574,8857
18651,"Goldsby, Oklahoma",4722,1204,7864
18652,"Brice Prairie, Wisconsin",4722,1804,9798
18653,"Peachland, North Carolina",4720,554,7572
18654,"Calhan, Colorado",4717,896,15021
18655,"Diamond, Missouri",4717,808,10779
18656,"Burbank, Ohio",4716,279,9341
18657,"Alma, Missouri",4714,399,10525
18658,"Trafalgar, Indiana",4713,798,10882
18659,"Colesburg, Iowa",4712,404,9079
18660,"New Virginia, Iowa",4712,469,8755
18661,"Albany, Louisiana",4712,865,9379
18662,"De Soto, Wisconsin",4711,366,11742
18663,"Verona, Ohio",4707,430,9121
18664,"New Auburn, Wisconsin",4707,562,9964
18665,"McEwensville, Pennsylvania",4705,314,7341
18666,"Lockbourne, Ohio",4704,280,9808
18667,"Irwin, Iowa",4702,341,10154
18668,Avondale (Birmingham),4702,1642,6934
18669,"Merrill, Maine",4701,249,8003
18670,"Newburg, Cumberland County, Pennsylvania",4700,372,7324
18671,"New Albany, Pennsylvania",4700,306,8150
18672,"Artesian, South Dakota",4700,157,12415
18673,"Summerdale, Alabama",4700,655,9486
18674,"New Market, Alabama",4699,1864,10580
18675,"New Burnside, Illinois",4698,242,8610
18676,"Hilltop, Minnesota",4698,766,16353
18677,"Maywood Park, Oregon",4698,777,12305
18678,"Langford, South Dakota",4695,290,12067
18679,"Landisburg, Pennsylvania",4692,195,8059
18680,"Hazelton, Idaho",4688,687,10931
18681,"Smelterville, Idaho",4688,651,9204
18682,"Oyster Creek, Texas",4688,1192,6998
18683,"St. Louisville, Ohio",4687,346,9094
18684,"Ripley, Oklahoma",4686,444,8837
18685,"Olar, South Carolina",4684,237,7655
18686,"Wakita, Oklahoma",4684,420,11385
18687,"Bear Creek, Outagamie County, Wisconsin",4684,415,11016
18688,"Millington, Illinois",4682,458,12384
18689,"Rosebud, South Dakota",4682,1557,8607
18690,"Hedgesville, West Virginia",4681,240,12123
18691,"Savanna, Oklahoma",4681,730,6407
18692,"Cooter, Missouri",4679,440,10173
18693,"Bedford Park, Illinois",4679,574,12101
18694,"Daisytown, Pennsylvania",4677,356,6894
18695,"Goree, Texas",4677,321,10986
18696,"Lake Lure, North Carolina",4677,1027,11654
18697,"Rock Creek, Minnesota",4677,1119,9256
18698,"Rutledge, Alabama",4675,476,6816
18699,"Morrill, Kansas",4675,277,10555
18700,"Inkom, Idaho",4675,738,11857
18701,"Hop Bottom, Pennsylvania",4673,333,7070
18702,"Klawock, Alaska",4669,854,13994
18703,"Leola, Arkansas",4668,515,10258
18704,"Dubois, Idaho",4668,647,16709
18705,"Camargo, Kentucky",4666,923,7376
18706,"Bennett, Iowa",4665,405,9559
18707,"Williamsburg, Kansas",4665,351,11543
18708,"Hanska, Minnesota",4665,443,9331
18709,"Compton, Illinois",4664,347,9085
18710,"Gaines, Michigan",4664,366,12818
18711,"Gravity, Iowa",4663,188,9853
18712,"Newbern, Alabama",4663,231,8780
18713,"Albion, Washington",4662,616,10248
18714,"Humboldt, South Dakota",4662,521,12057
18715,"Avinger, Texas",4662,464,8032
18716,"Brandon, Minnesota",4660,450,11475
18717,"Applewold, Pennsylvania",4660,356,6877
18718,"Freeburg, Missouri",4660,423,9631
18719,"Brookwood, Alabama",4657,1483,10850
18720,"Vienna, Missouri",4656,628,10261
18721,"Laurel Hill, Florida",4654,549,11420
18722,"Ford Cliff, Pennsylvania",4654,412,6979
18723,"Evening Shade, Arkansas",4653,465,8995
18724,"Albers, Illinois",4653,878,9534
18725,"Silver City, Iowa",4652,245,9257
18726,"Wallaceton, Pennsylvania",4652,350,6853
18727,"Coolidge, Texas",4652,848,6730
18728,"Verdigris, Oklahoma",4652,659,7527
18729,"New Richmond, Indiana",4651,349,11307
18730,"Annapolis, Missouri",4650,310,11452
18731,"Tobaccoville, North Carolina",4650,2209,8638
18732,"Arena, Wisconsin",4648,685,10117
18733,"Meadow Grove, Nebraska",4643,311,10300
18734,"Nuangola, Pennsylvania",4643,671,8253
18735,"Scotts Hill, Tennessee",4643,894,7710
18736,"Provencal, Louisiana",4642,708,6611
18737,"North Miami, Oklahoma",4641,433,6953
18738,"Wiley, Colorado",4640,483,11082
18739,"Akron, Michigan",4640,461,9963
18740,"New Meadows, Idaho",4637,533,16365
18741,"Sonora, Kentucky",4635,350,6116
18742,"Beaverville, Illinois",4634,391,8753
18743,"Wingate, Indiana",4633,299,13110
18744,"Cave-In-Rock, Illinois",4632,346,25737
18745,"Salemburg, North Carolina",4632,469,7004
18746,"Bingham Farms, Michigan",4631,1030,11689
18747,"Greentop, Missouri",4628,427,10441
18748,"Jarratt, Virginia",4628,589,8225
18749,"Briar Creek, Pennsylvania",4627,651,9076
18750,"Granville, Iowa",4626,66,10898
18751,"Magnolia, Texas",4626,1111,9857
18752,"Prescott, Washington",4625,314,9852
18753,"Echo, Minnesota",4625,278,10064
18754,"Rayland, Ohio",4625,434,12874
18755,"Powells Crossroads, Tennessee",4624,1286,8153
18756,"Solon Springs, Wisconsin",4623,576,8969
18757,"Clarksburg, Missouri",4621,375,10401
18758,"Knobel, Arkansas",4619,358,6087
18759,"Virginia City, Montana",4618,130,18526
18760,"Mercer, Missouri",4617,342,10022
18761,"Rendville, Ohio",4616,46,9733
18762,"Alma, Illinois",4616,386,8770
18763,"Carney, Oklahoma",4614,649,7048
18764,"Delight, Arkansas",4610,311,14559
18765,"Kensett, Iowa",4609,266,9022
18766,"Empire, Michigan",4609,378,16039
18767,"Brashear, Missouri",4608,280,13370
18768,"Sherwood, Michigan",4607,324,8697
18769,"Barwick, Georgia",4607,444,9893
18770,"South Carrollton, Kentucky",4606,184,6813
18771,"Truro, Iowa",4604,485,9625
18772,"Friendsville, Tennessee",4604,890,10557
18773,"Gackle, North Dakota",4602,335,10464
18774,"Van Buren, Ohio",4601,313,9950
18775,"Runnells, Iowa",4600,507,9308
18776,"Sadieville, Kentucky",4598,263,7901
18777,"Easton, Illinois",4598,373,9654
18778,"Durham, Oregon",4598,1382,12716
18779,"Galena, Maryland",4596,428,9145
18780,"Summersville, Missouri",4596,544,9625
18781,"Moscow, Tennessee",4595,422,9254
18782,"Bellemeade, Kentucky",4595,871,7396
18783,"Lake, Mississippi",4594,408,6995
18784,"Orleans, Iowa",4593,608,8432
18785,"Wheatley, Arkansas",4593,372,6891
18786,"Auburn, Iowa",4592,322,9184
18787,"Wallis, Texas",4592,1172,11380
18788,"Browning, Illinois",4591,130,8027
18789,"Paton, Iowa",4591,236,9285
18790,"Hildreth, Nebraska",4591,370,10093
18791,"Hoytville, Ohio",4591,296,11161
18792,"Kingston, Michigan",4591,450,9097
18793,"New Hampton, Missouri",4590,349,9122
18794,"Morral, Ohio",4590,388,9305
18795,"Hookerton, North Carolina",4588,467,8636
18796,"Indian Springs Village, Alabama",4588,2225,10042
18797,"Rosslyn Farms, Pennsylvania",4587,464,8471
18798,"Meadow, Utah",4584,254,7993
18799,"Robinson, Kansas",4583,216,11658
18800,"Merna, Nebraska",4582,391,10165
18801,"Hambleton, West Virginia",4582,246,9513
18802,"Luttrell, Tennessee",4582,915,8174
18803,"Sandy Hook, Kentucky",4580,678,9802
18804,"Zanesfield, Ohio",4579,220,12842
18805,"Concord, Georgia",4577,336,9486
18806,"Kennedy, Alabama",4576,541,7172
18807,"Loch Lynn Heights, Maryland",4575,469,9053
18808,"Amazonia, Missouri",4574,277,10585
18809,"Madison (village), New York",4572,315,7527
18810,"Dillon, Colorado",4572,802,16998
18811,"Dannebrog, Nebraska",4570,352,11475
18812,"Ryan, Iowa",4569,361,7982
18813,"Meadow, Texas",4566,658,7148
18814,"Wurtland, Kentucky",4566,1049,10288
18815,"Amherst, Maine",4565,230,11851
18816,"Tolar, Texas",4565,504,7129
18817,"Rockford, Alabama",4563,428,10150
18818,"Colstrip, Montana",4560,2346,20734
18819,"Wellington, Kentucky",4559,561,6786
18820,"Halcott, New York",4558,193,10177
18821,"Louin, Mississippi",4558,339,6182
18822,"Ervin Township, Howard County, Indiana",4558,2331,6239
18823,"Nichols, South Carolina",4557,408,5646
18824,"Sudlersville, Maryland",4556,391,9199
18825,"North Haven, New York",4555,743,7865
18826,"Stovall, North Carolina",4554,376,6755
18827,"Wayland, Missouri",4552,425,9878
18828,"Dupree, South Dakota",4552,434,12914
18829,"Austin, Arkansas",4551,605,9222
18830,"Hazel, Kentucky",4550,440,7575
18831,"Royal, Iowa",4550,479,8659
18832,"Splendora, Texas",4550,1275,7565
18833,"Weston, Nebraska",4549,310,9116
18834,"Lyndon Station, Wisconsin",4549,458,10418
18835,"Fayetteville, Texas",4548,261,10289
